Date,Close,High,Low,Open,Volume
4/24/2019,21.44074821,22.48553111,21.34989767,21.80415202,4015700
4/25/2019,21.46346474,21.7360164,21.19091145,21.37261256,1928934
4/28/2019,21.46346474,21.53160265,21.19091145,21.46346474,693268
4/29/2019,23.30318642,23.57573804,21.32718553,21.44074708,3947255
4/30/2019,23.98456573,24.39339317,22.89435761,23.43946249,2886943
5/1/2019,23.57574081,24.25711995,23.21233698,24.07541885,2242593
5/2/2019,23.30318642,24.02999074,23.16691061,23.39403533,1606561
5/5/2019,23.03063583,23.62116437,22.98520894,23.25776057,801931
5/6/2019,22.84893227,23.16691079,22.71265645,23.03063497,657307
5/7/2019,23.62116432,24.21169286,23.30318742,23.75744014,2294098
5/8/2019,23.16691017,23.84828921,23.16691017,23.48488706,707990
5/9/2019,22.66723061,23.43946181,22.57638007,23.25775911,466278
5/12/2019,22.19026566,22.75808153,21.87228876,22.71265626,570163
5/13/2019,21.84957695,22.39468021,21.82686269,21.84957695,560651
5/14/2019,20.91835976,22.25840707,20.89564712,21.80415429,728463
5/15/2019,21.55431175,21.78143974,21.34989802,21.62244966,365630
5/16/2019,22.09941483,22.16755273,21.34989625,21.5770226,402118
5/19/2019,21.80414963,22.80350552,21.53159802,22.07670123,704058
5/20/2019,21.16819572,21.84957641,21.16819572,21.66787533,363384
5/21/2019,21.30447197,21.5770236,21.23633406,21.34989724,574327
5/22/2019,21.19090652,21.44074549,21.19090652,21.44074549,369211
5/23/2019,20.94107056,21.25904747,20.89564528,21.14548429,184486
5/26/2019,20.75936699,20.9637807,20.71394172,20.9637807,156688
5/27/2019,21.07734489,21.21362071,20.44139111,20.96378172,262203
5/28/2019,21.32718277,22.66722807,21.25904325,22.25840069,777043
5/29/2019,21.44074821,21.6678762,21.16819658,21.39532457,493426
5/30/2019,21.55431175,21.62244966,21.30447275,21.39532492,282318
6/2/2019,21.55431175,21.62244966,21.30447275,21.39532492,282318
6/3/2019,21.55431175,21.62244966,21.30447275,21.39532492,282318
6/4/2019,21.55431175,21.55431175,21.55431175,21.55431175,0
6/5/2019,21.55431175,21.55431175,21.55431175,21.55431175,0
6/6/2019,21.55431175,21.55431175,21.55431175,21.55431175,0
6/9/2019,22.48553085,22.53095613,21.62244906,21.80415177,402161
6/10/2019,23.30318642,23.30318642,22.19026567,22.64451837,979036
6/11/2019,23.80286598,24.98392309,23.07605998,23.2123358,1646501
6/12/2019,23.75743484,24.30253799,23.5757338,23.80286011,553770
6/13/2019,23.48488808,24.52966932,23.21233482,23.48488808,1252350
6/16/2019,23.75743484,24.12083694,23.48488327,23.62115906,734784
6/17/2019,23.84828949,24.02999057,23.62116314,23.84828949,343537
6/18/2019,23.75743484,24.07541168,23.62115906,23.84828537,474892
6/19/2019,23.57574081,23.80286719,23.48489026,23.75744192,369003
6/20/2019,22.71265793,23.4848892,22.64452002,23.43946393,965848
6/23/2019,23.07605934,23.39403625,22.71265716,22.75808244,642005
6/24/2019,23.53030586,23.62115801,22.93977748,23.21232904,1002258
6/25/2019,24.07541656,24.25711765,23.57573858,23.57573858,1468623
6/26/2019,23.89371681,24.4388201,23.75744099,24.257119,790590
6/27/2019,23.43946457,24.12084369,23.43946457,24.02999314,587255
6/30/2019,23.62116432,23.75744014,23.48488851,23.62116432,379882
7/1/2019,23.39403343,23.66658666,23.39403343,23.57573612,460260
7/2/2019,23.53030586,23.53030586,23.16690541,23.30318119,256301
7/3/2019,23.75743484,24.07541168,23.71200958,23.84828537,611268
7/4/2019,23.62116432,23.84829068,23.53031215,23.75744014,247970
7/7/2019,23.39403343,23.66658666,23.34860979,23.62116139,219568
7/8/2019,23.34861374,23.43946429,23.12148574,23.34861374,213810
7/9/2019,23.84828949,24.30254219,23.25775936,23.43946206,1117595
7/10/2019,24.2116909,25.34732424,23.84828875,23.93913929,1993837
7/11/2019,24.30254364,24.84764691,24.16626782,24.39339419,903330
7/14/2019,24.25711823,24.66594568,24.02999186,24.39339404,887098
7/15/2019,24.52967072,24.52967072,24.07541798,24.07541798,576030
7/16/2019,25.16562271,25.34732542,24.57509419,24.71137,1179076
7/17/2019,25.16562271,25.61987704,24.98392163,25.21104961,867262
7/18/2019,25.57445145,25.93785361,25.02934658,25.16562239,1027179
7/21/2019,25.07477379,25.34732541,24.84764581,25.2110496,984556
7/22/2019,26.34667969,26.61923129,25.07477219,25.07477219,1323035
7/23/2019,26.0741291,26.66465761,26.0741291,26.34668072,1603708
7/24/2019,25.57445145,26.39210631,25.39275037,26.07412942,641079
7/25/2019,25.84700012,25.89242539,25.34732221,25.75614959,414804
7/28/2019,25.89242935,26.11955571,25.52902718,25.57445245,386966
7/29/2019,25.98327637,26.16497743,25.71072477,26.02870163,585545
7/30/2019,25.75615311,25.98327946,25.57445202,25.98327946,532561
7/31/2019,25.34732437,25.84700233,25.16562167,25.84700233,1215165
8/1/2019,25.1201992,25.30190029,25.02934704,25.30190029,330669
8/4/2019,25.34732437,25.52902545,24.66594371,24.9839206,405195
8/5/2019,24.39339066,25.21104707,24.16626432,25.16562018,1246749
8/6/2019,23.98456573,24.21169209,23.75743938,24.21169209,564270
8/7/2019,24.16626549,24.34796656,24.02998968,24.07541495,496351
8/8/2019,23.98456573,24.21169209,23.93914046,24.07541628,349280
8/11/2019,23.98456573,23.98456573,23.98456573,23.98456573,0
8/12/2019,23.98456573,23.98456573,23.98456573,23.98456573,0
8/13/2019,23.98456573,23.98456573,23.98456573,23.98456573,0
8/14/2019,23.98456573,23.98456573,23.98456573,23.98456573,0
8/15/2019,23.98456573,23.98456573,23.98456573,23.98456573,0
8/18/2019,24.52967072,24.71137181,24.07541798,24.07541798,744688
8/19/2019,24.30254364,24.57509528,24.30254364,24.57509528,230756
8/20/2019,24.30254364,24.66594582,24.25711837,24.34796891,345922
8/21/2019,24.16626549,24.52966763,24.12084022,24.39339183,211650
8/22/2019,23.84828949,24.12084111,23.62116314,24.12084111,270993
8/25/2019,23.07605934,23.6665895,23.07605934,23.6665895,297324
8/26/2019,23.16691017,23.39403489,22.98520747,23.16691017,306033
8/27/2019,22.68994522,23.34861331,22.66723258,23.16691222,432556
8/28/2019,22.75808144,23.16691049,22.59909299,22.68994353,431175
8/29/2019,22.41739082,23.03063356,22.39467819,22.8035056,777103
9/1/2019,22.23569298,22.50824462,22.12212979,22.3719688,341246
9/2/2019,22.48553085,22.53095613,22.19026658,22.30382976,230748
9/3/2019,22.41739082,22.8035056,22.39467819,22.53095399,483961
9/4/2019,22.84893227,23.21233443,22.4855301,22.4855301,575973
9/5/2019,23.07605934,23.25776043,22.80350771,23.12148461,419713
9/8/2019,22.93978119,23.12148226,22.84893065,23.07605699,199980
9/9/2019,22.93978119,23.30318495,22.84893065,22.93978119,513733
9/10/2019,22.59909439,22.93978394,22.4173933,22.93978394,274231
